,Time,A0,A1,B0,B1,C0
1242,2248484076,-1641,4053,8113,10813,12256
1243,2248485460,-275,4052,8111,10814,12257
1244,2248486844,887,4051,8109,10810,12249
1245,2248488228,1946,4051,8108,10815,12253
1246,2248489612,2975,4052,8112,10817,12262
1247,2248490996,3250,4053,8113,10814,12264
1248,2248492404,2644,4054,8118,10812,12268
1249,2248493784,2187,4055,8116,10817,12264
1250,2248495164,596,4055,8118,10817,12272
1251,2248496544,-765,4055,8119,10815,12268
1252,2248497924,-1982,4057,8120,10817,12274
1253,2248499304,-2826,4057,8121,10818,12275
1254,2248500684,-3213,4058,8124,10814,12277
1255,2248502068,-3153,4058,8121,10815,12268
1256,2248503452,-2364,4056,8118,10815,12263
1257,2248504836,-1142,4054,8111,10811,12250
1258,2248506220,263,4052,8109,10815,12253
1259,2248507604,1703,4051,8110,10816,12254
1260,2248509008,2673,4051,8111,10815,12256
1261,2248510388,2939,4051,8110,10817,12258
1262,2248511768,2986,4052,8113,10817,12259
1263,2248513148,2581,4051,8108,10814,12247
1264,2248514528,1229,4050,8107,10815,12251
1265,2248515908,253,4050,8109,10816,12257
1266,2248517292,-1149,4052,8114,10814,12263
1267,2248518676,-2539,4053,8115,10815,12264
1268,2248520060,-3427,4054,8119,10813,12273
1269,2248521444,-3481,4055,8119,10807,12265
1270,2248522828,-2677,4056,8118,10815,12270
1271,2248524236,-1678,4057,8120,10815,12267
1272,2248525616,-287,4057,8121,10815,12271
1273,2248526996,1078,4057,8121,10813,12274
1274,2248528376,2094,4058,8123,10813,12273
1275,2248529756,2898,4057,8120,10813,12267
1276,2248531136,3318,4057,8118,10815,12266
1277,2248532516,2881,4054,8115,10815,12253
1278,2248533900,1940,4052,8111,10815,12258
1279,2248535284,866,4052,8111,10816,12256
1280,2248536668,-301,4052,8109,10813,12249
1281,2248538052,-1841,4051,8107,10816,12252
1282,2248539436,-2834,4051,8108,10811,12253
1283,2248540844,-3311,4052,8112,10813,12262
1284,2248542224,-2545,4053,8114,10813,12261
1285,2248543604,-2043,4053,8115,10815,12265
1286,2248544984,-1159,4054,8115,10815,12261
1287,2248546360,326,4054,8116,10817,12266
1288,2248547740,1931,4054,8117,10813,12262
1289,2248549124,2634,4055,8117,10815,12267
1290,2248550508,3174,4056,8123,10813,12279
1291,2248551892,3142,4058,8123,10817,12274
1292,2248553276,2411,4058,8123,10815,12270
1293,2248554660,1563,4057,8117,10816,12262
1294,2248556044,-71,4054,8113,10814,12261
1295,2248557448,-1389,4054,8114,10815,12263
1296,2248558828,-2353,4054,8113,10820,12254
1297,2248560208,-3068,4052,8112,10814,12258
1298,2248561588,-3163,4052,8108,10813,12247
1299,2248562968,-2727,4051,8107,10815,12252
1300,2248564348,-1534,4051,8109,10815,12254
1301,2248565732,-214,4051,8109,10814,12254
1302,2248567116,1138,4051,8111,10817,12262
1303,2248568500,2413,4054,8117,10815,12267
1304,2248569884,2874,4055,8119,10815,12268
1305,2248571268,3122,4055,8117,10816,12265
1306,2248572676,2861,4055,8117,10815,12264
1307,2248574056,1679,4056,8117,10811,12264
1308,2248575436,511,4055,8117,10812,12269
1309,2248576816,-759,4056,8120,10813,12270
1310,2248578196,-2150,4056,8118,10811,12267
1311,2248579576,-3096,4056,8118,10817,12263
1312,2248580956,-3310,4054,8113,10813,12253
1313,2248582340,-2871,4052,8108,10817,12250
1314,2248583724,-1942,4051,8108,10817,12253
1315,2248585108,-807,4051,8111,10813,12259
1316,2248586492,460,4052,8113,10812,12260
1317,2248587876,1825,4053,8111,10817,12255
1318,2248589284,2816,4053,8111,10814,12256
1319,2248590664,3066,4053,8110,10817,12253
1320,2248592044,2919,4052,8109,10813,12253
1321,2248593424,2210,4052,8111,10820,12260
1322,2248594804,932,4053,8114,10817,12267
1323,2248596184,-314,4055,8118,10814,12270
1324,2248597564,-1841,4055,8116,10814,12262
1325,2248598948,-2435,4053,8114,10813,12259
1326,2248600332,-3275,4053,8114,10812,12260
1327,2248601716,-3190,4053,8113,10816,12258
1328,2248603100,-2384,4053,8114,10814,12261
1329,2248604484,-1473,4055,8118,10816,12275
1330,2248605888,266,4057,8122,10814,12272
1331,2248607268,1347,4057,8117,10816,12261
1332,2248608648,2527,4054,8116,10810,12265
1333,2248610028,2878,4054,8114,10813,12257
1334,2248611408,3128,4052,8111,10814,12254
1335,2248612788,2559,4052,8112,10814,12260
1336,2248614172,1621,4052,8111,10815,12254
1337,2248615556,479,4052,8111,10817,12257
1338,2248616940,-934,4051,8110,10815,12252
1339,2248618324,-2216,4050,8108,10815,12251
1340,2248619708,-2894,4051,8109,10813,12255
1341,2248621116,-3206,4052,8114,10813,12266
1342,2248622496,-2861,4054,8119,10815,12267
1343,2248623876,-1795,4056,8120,10813,12273
1344,2248625256,-458,4058,8122,10814,12271
1345,2248626636,401,4057,8119,10818,12266
1346,2248628016,1659,4057,8121,10817,12275
1347,2248629396,2695,4058,8123,10817,12276
1348,2248630780,3230,4058,8125,10817,12278
1349,2248632164,2707,4059,8124,10814,12273
1350,2248633548,2270,4057,8119,10817,12261
1351,2248634932,1138,4054,8114,10815,12258
1352,2248636316,-493,4053,8111,10815,12251
1353,2248637724,-1874,4051,8108,10814,12249
1354,2248639104,-2634,4051,8108,10812,12255
1355,2248640484,-2936,4051,8108,10813,12250
1356,2248641860,-3120,4051,8109,10815,12256
1357,2248643240,-2151,4052,8111,10819,12257
1358,2248644620,-1383,4052,8109,10816,12251
1359,2248646004,209,4050,8107,10811,12253
1360,2248647388,1506,4052,8113,10816,12262
1361,2248648772,2434,4053,8116,10817,12266
1362,2248650156,3127,4055,8118,10812,12270
1363,2248651540,3218,4055,8118,10815,12265
1364,2248652924,2544,4054,8116,10816,12268
1365,2248654328,1491,4055,8117,10814,12268
1366,2248655708,323,4055,8120,10814,12271
1367,2248657088,-1253,4057,8119,10814,12268
1368,2248658468,-2191,4056,8119,10816,12271
1369,2248659848,-3046,4056,8118,10815,12261
1370,2248661228,-3118,4054,8115,10815,12261
1371,2248662612,-2778,4054,8114,10814,12255
1372,2248663996,-1742,4053,8111,10814,12252
1373,2248665380,-601,4052,8110,10813,12256
1374,2248666764,975,4051,8109,10812,12253
1375,2248668148,2059,4051,8110,10809,12254
1376,2248669556,3195,4051,8110,10811,12253
1377,2248670936,3337,4051,8107,10814,12247
1378,2248672316,2733,4050,8109,10813,12262
1379,2248673696,2083,4052,8112,10815,12257
1380,2248675076,685,4052,8112,10812,12260
1381,2248676456,-602,4053,8115,10812,12268
1382,2248677836,-1803,4054,8113,10818,12254
1383,2248679220,-2455,4052,8110,10815,12254
1384,2248680604,-3016,4052,8113,10813,12269
1385,2248681988,-2888,4055,8119,10813,12269
1386,2248683372,-2391,4056,8120,10815,12273
1387,2248684756,-1236,4057,8122,10813,12272
